Center Camera Images,Left Camera Images,Right Camera Images,Steering Angle,,,
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_40_554.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_40_554.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_40_554.jpg,-0.07981221,1,0,30.19015
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_40_629.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_40_629.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_40_629.jpg,-0.07981221,1,0,30.19016
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_40_704.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_40_704.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_40_704.jpg,-0.07981221,1,0,30.19015
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_40_775.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_40_775.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_40_775.jpg,-0.08920188,1,0,30.19059
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_40_850.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_40_850.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_40_850.jpg,-0.08920188,1,0,30.19
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_40_944.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_40_944.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_40_944.jpg,-0.08920188,1,0,30.19007
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_072.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_072.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_072.jpg,-0.09859154,1,0,30.18991
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_151.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_151.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_151.jpg,-0.09859154,1,0,30.18997
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_245.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_245.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_245.jpg,-0.09859154,1,0,30.19005
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_314.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_314.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_314.jpg,-0.1079812,1,0,30.18988
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_389.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_389.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_389.jpg,-0.1126761,1,0,30.18982
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_483.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_483.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_483.jpg,-0.1126761,1,0,30.1899
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_567.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_567.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_567.jpg,-0.1126761,1,0,30.19
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_634.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_634.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_634.jpg,-0.1314554,1,0,30.18945
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_709.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_709.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_709.jpg,-0.1502347,1,0,30.18899
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_812.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_812.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_812.jpg,-0.1830986,1,0,30.1882
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_888.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_888.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_888.jpg,-0.1971831,1,0,30.18778
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_41_974.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_41_974.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_41_974.jpg,-0.2206573,1,0,30.18776
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_058.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_058.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_058.jpg,-0.2347418,1,0,30.18815
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_140.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_140.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_140.jpg,-0.2488263,1,0,30.18752
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_225.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_225.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_225.jpg,-0.2488263,1,0,30.18823
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_308.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_308.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_308.jpg,-0.2488263,1,0,30.18858
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_458.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_458.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_458.jpg,-0.2018779,1,0,30.19059
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_562.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_562.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_562.jpg,-0.1643192,1,0,30.19095
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_648.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_648.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_648.jpg,-0.1220657,1,0,30.19127
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_740.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_740.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_740.jpg,-0.09389672,1,0,30.18997
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_832.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_832.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_832.jpg,-0.09389672,1,0,30.19188
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_928.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_928.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_928.jpg,-0.09389672,1,0,30.19118
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_42_996.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_42_996.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_42_996.jpg,-0.09389672,1,0,30.18994
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_077.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_077.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_077.jpg,-0.08920188,1,0,30.1915
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_164.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_164.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_164.jpg,-0.08920188,1,0,30.19035
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_273.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_273.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_273.jpg,-0.08920188,1,0,30.19009
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_423.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_423.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_423.jpg,-0.1361502,1,0,30.18861
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_511.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_511.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_511.jpg,-0.1408451,1,0,30.18852
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_614.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_614.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_614.jpg,-0.1408451,1,0,30.18943
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_699.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_699.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_699.jpg,-0.1408451,1,0,30.18917
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_780.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_780.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_780.jpg,-0.1408451,1,0,30.18959
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_866.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_866.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_866.jpg,-0.1502347,1,0,30.18902
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_43_949.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_43_949.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_43_949.jpg,-0.1643192,1,0,30.18897
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_055.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_055.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_055.jpg,-0.1643192,1,0,30.18942
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_145.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_145.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_145.jpg,-0.1643192,1,0,30.18954
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_296.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_296.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_296.jpg,-0.1784038,1,0,30.18933
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_397.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_397.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_397.jpg,-0.1784038,1,0,30.18948
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_549.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_549.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_549.jpg,-0.1784038,1,0,30.18947
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_634.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_634.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_634.jpg,-0.1784038,1,0,30.18942
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_724.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_724.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_724.jpg,-0.1784038,1,0,30.18908
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_806.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_806.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_806.jpg,-0.1784038,1,0,30.18948
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_884.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_884.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_884.jpg,-0.1502347,1,0,30.19076
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_44_972.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_44_972.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_44_972.jpg,-0.1502347,1,0,30.18997
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_060.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_060.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_060.jpg,-0.1408451,1,0,30.1904
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_140.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_140.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_140.jpg,-0.1361502,1,0,30.19047
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_229.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_229.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_229.jpg,-0.1361502,1,0,30.19065
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_318.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_318.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_318.jpg,-0.1314554,1,0,30.19006
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_404.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_404.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_404.jpg,-0.1220657,1,0,30.19026
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_500.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_500.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_500.jpg,-0.1220657,1,0,30.19032
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_580.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_580.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_580.jpg,-0.1173709,1,0,30.19029
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_662.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_662.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_662.jpg,-0.1126761,1,0,30.19025
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_752.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_752.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_752.jpg,-0.1126761,1,0,30.1902
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_854.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_854.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_854.jpg,-0.1126761,1,0,30.18991
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_45_928.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_45_928.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_45_928.jpg,-0.1079812,1,0,30.19012
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_013.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_013.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_013.jpg,-0.1079812,1,0,30.19049
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_103.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_103.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_103.jpg,-0.1079812,1,0,30.19011
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_192.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_192.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_192.jpg,-0.09859154,1,0,30.19027
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_284.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_284.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_284.jpg,-0.08920188,1,0,30.1904
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_393.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_393.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_393.jpg,-0.07042254,1,0,30.19046
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_481.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_481.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_481.jpg,-0.0657277,1,0,30.1904
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_573.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_573.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_573.jpg,-0.06103287,1,0,30.19033
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_673.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_673.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_673.jpg,-0.05633803,1,0,30.19034
/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_09_22_05_46_772.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_09_22_05_46_772.jpg,/home/amhamor/Computer Programs/CarND/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_09_22_05_46_772.jpg,-0.03286385,1,0,30.1904
